Type,date,id,price
mexican,2014-01-02 14:49:26.850546,2408,11
chinese,2014-01-02 15:57:52.003451,2409,13
chinese,2014-01-02 16:13:49.678969,2410,14
italian,2014-01-02 18:55:15.009358,2411,9
italian,2014-01-02 18:59:19.323210,2412,8
italian,2014-01-02 19:01:23.553484,2413,14
italian,2014-01-02 19:33:45.326379,2414,9
japanese,2014-01-02 20:07:01.066452,2415,14
mexican,2014-01-02 20:38:43.507357,2416,15
italian,2014-01-02 20:39:58.947225,2417,11
vietnamese,2014-01-02 22:43:39.630721,2418,6
italian,2014-01-03 00:20:10.774591,2419,13
mexican,2014-01-03 01:40:33.244314,2420,8
japanese,2014-01-03 03:07:15.794963,2421,8
mexican,2014-01-03 04:27:48.932451,2422,15
german,2014-01-03 04:28:18.103837,2423,13
mexican,2014-01-03 05:06:17.325318,2424,11
german,2014-01-03 07:21:40.923259,2425,13
vietnamese,2014-01-03 08:23:47.779884,2426,15
mexican,2014-01-03 08:55:31.694544,2427,12
italian,2014-01-03 13:13:06.999880,2428,13
chinese,2014-01-03 15:57:58.616463,2429,8
japanese,2014-01-03 17:19:49.803254,2430,7
chinese,2014-01-03 17:44:22.882914,2431,13
german,2014-01-03 17:46:18.431453,2432,9
mexican,2014-01-03 18:07:42.377369,2433,7
chinese,2014-01-03 18:33:54.831573,2434,9
chinese,2014-01-03 20:13:02.942798,2435,6
mexican,2014-01-03 20:19:38.435260,2436,14
italian,2014-01-03 20:44:07.364375,2437,5
mexican,2014-01-03 21:06:52.477238,2438,13
japanese,2014-01-03 21:08:24.103074,2439,8
french,2014-01-03 21:19:30.001164,2440,12
vietnamese,2014-01-03 21:23:17.888966,2441,6
vietnamese,2014-01-03 21:52:54.948817,2442,7
vietnamese,2014-01-03 23:23:02.360701,2443,14
german,2014-01-03 23:47:48.197397,2444,15
japanese,2014-01-04 00:35:12.723890,2445,6
chinese,2014-01-04 01:04:06.685035,2446,8
mexican,2014-01-04 01:51:35.261497,2447,14
mexican,2014-01-04 02:58:16.683106,2448,7
japanese,2014-01-04 02:59:32.900557,2449,10
mexican,2014-01-04 05:03:30.223090,2450,9
japanese,2014-01-04 05:52:17.733243,2451,6
mexican,2014-01-04 05:55:09.767511,2452,9
french,2014-01-04 06:09:47.071665,2453,8
vietnamese,2014-01-04 06:18:23.929230,2454,11
german,2014-01-04 07:33:55.041582,2455,7
french,2014-01-04 08:16:06.407583,2456,11
chinese,2014-01-04 08:56:28.860802,2457,9
vietnamese,2014-01-04 09:00:52.349001,2458,12
italian,2014-01-04 09:36:43.334484,2459,7
japanese,2014-01-04 10:00:09.137916,2460,6
japanese,2014-01-04 10:55:33.225725,2461,15
italian,2014-01-04 11:21:38.951318,2462,14
german,2014-01-04 11:48:26.603487,2463,7
vietnamese,2014-01-04 12:01:33.356983,2464,13
mexican,2014-01-04 13:30:58.978982,2465,12
japanese,2014-01-04 14:48:28.531071,2466,9
japanese,2014-01-04 16:11:40.145421,2467,5
mexican,2014-01-04 17:14:04.419501,2468,7
german,2014-01-04 18:11:57.874240,2469,12
italian,2014-01-04 18:28:45.069146,2470,6
chinese,2014-01-04 18:39:31.387947,2471,8
vietnamese,2014-01-04 19:16:36.734020,2472,10
french,2014-01-04 20:12:32.014469,2473,15
mexican,2014-01-04 20:35:32.954669,2474,15
german,2014-01-04 21:56:46.612337,2475,10
japanese,2014-01-05 01:03:00.796619,2476,15
italian,2014-01-05 01:03:31.963397,2477,6
mexican,2014-01-05 01:08:46.024883,2478,10
mexican,2014-01-05 01:48:45.761321,2479,11
mexican,2014-01-05 06:10:05.023633,2480,6
chinese,2014-01-05 06:46:15.481765,2481,11
french,2014-01-05 08:36:47.838892,2482,11
mexican,2014-01-05 11:36:15.815610,2483,5
french,2014-01-05 12:28:06.896271,2484,11
german,2014-01-05 15:18:42.033857,2485,6
mexican,2014-01-05 19:59:43.117941,2486,14
german,2014-01-05 23:57:09.108525,2487,14
mexican,2014-01-06 00:26:53.191513,2488,12
chinese,2014-01-06 00:49:40.629734,2489,9
french,2014-01-06 00:52:30.718233,2490,5
japanese,2014-01-06 01:07:47.947632,2491,5
japanese,2014-01-06 01:17:53.577262,2492,7
french,2014-01-06 01:19:52.765859,2493,6
italian,2014-01-06 02:46:38.378404,2494,13
mexican,2014-01-06 03:27:02.671108,2495,11
german,2014-01-06 10:47:18.646531,2496,8
mexican,2014-01-06 12:51:44.427012,2497,5
italian,2014-01-06 12:53:03.525985,2498,14
italian,2014-01-06 13:45:04.054331,2499,6
italian,2014-01-06 13:45:16.687636,2500,12
japanese,2014-01-06 14:27:17.153424,2501,11
chinese,2014-01-06 15:16:13.709084,2502,7
japanese,2014-01-06 15:22:30.684604,2503,8
vietnamese,2014-01-06 16:04:07.409303,2504,9
japanese,2014-01-06 16:28:47.002861,2505,8
mexican,2014-01-06 18:18:46.710458,2506,8
mexican,2014-01-06 20:13:56.417249,2507,7
chinese,2014-01-06 21:12:37.993201,2508,8
french,2014-01-06 23:05:42.223484,2509,14
german,2014-01-07 00:23:10.306699,2510,13
italian,2014-01-07 02:13:09.511393,2511,5
chinese,2014-01-07 02:25:59.670926,2512,15
chinese,2014-01-07 04:33:38.347450,2513,10
mexican,2014-01-07 04:36:22.089118,2514,13
japanese,2014-01-07 06:12:48.135782,2515,8
french,2014-01-07 06:31:07.219184,2516,9
german,2014-01-07 08:22:18.938605,2517,13
italian,2014-01-07 10:13:00.134507,2518,14
japanese,2014-01-07 11:46:34.960647,2519,9
chinese,2014-01-07 17:05:31.983294,2520,13
vietnamese,2014-01-07 18:28:36.120653,2521,10
german,2014-01-07 20:47:08.289459,2522,5
chinese,2014-01-07 22:06:38.410578,2523,11
chinese,2014-01-07 22:36:37.739504,2524,11
japanese,2014-01-08 00:04:04.305625,2525,14
mexican,2014-01-08 00:33:55.918311,2526,9
japanese,2014-01-08 02:00:51.667244,2527,9
vietnamese,2014-01-08 03:06:50.268973,2528,10
chinese,2014-01-08 07:47:36.238856,2529,11
chinese,2014-01-08 08:05:57.987859,2530,15
japanese,2014-01-08 08:19:31.261025,2531,9
vietnamese,2014-01-08 09:25:25.980776,2532,5
french,2014-01-08 09:45:41.481432,2533,5
italian,2014-01-08 11:14:13.390702,2534,11
chinese,2014-01-08 11:30:16.893517,2535,13
vietnamese,2014-01-08 12:27:10.442393,2536,5
vietnamese,2014-01-08 13:13:58.161951,2537,15
japanese,2014-01-08 14:54:20.320893,2538,11
italian,2014-01-08 16:01:54.513757,2539,14
mexican,2014-01-08 17:24:46.658764,2540,7
french,2014-01-08 21:07:48.268386,2541,15
italian,2014-01-08 22:14:49.030682,2542,7
french,2014-01-08 23:41:01.909984,2543,9
japanese,2014-01-09 01:39:05.855974,2544,11
vietnamese,2014-01-09 05:17:01.033202,2545,9
french,2014-01-09 06:02:32.397039,2546,9
chinese,2014-01-09 12:09:08.026024,2547,9
japanese,2014-01-09 14:37:14.390623,2548,12
japanese,2014-01-09 15:50:27.489981,2549,15
mexican,2014-01-09 19:07:52.244203,2550,9
japanese,2014-01-09 21:11:50.141788,2551,8
italian,2014-01-09 21:40:21.206543,2552,10
japanese,2014-01-09 23:31:38.719638,2553,6
mexican,2014-01-09 23:53:42.589083,2554,6
mexican,2014-01-10 00:14:01.105004,2555,5
german,2014-01-10 03:00:12.550148,2556,14
italian,2014-01-10 03:11:52.747618,2557,14
chinese,2014-01-10 05:14:18.724942,2558,9
german,2014-01-10 06:07:33.619855,2559,6
chinese,2014-01-10 06:19:10.943749,2560,13
french,2014-01-10 06:19:36.923101,2561,15
mexican,2014-01-10 07:01:29.062480,2562,7
french,2014-01-10 07:18:28.899692,2563,6
vietnamese,2014-01-10 07:57:07.269714,2564,6
chinese,2014-01-10 08:00:54.248696,2565,13
japanese,2014-01-10 08:04:37.733797,2566,10
mexican,2014-01-10 08:14:22.041327,2567,14
german,2014-01-10 08:22:46.893714,2568,9
italian,2014-01-10 10:35:08.401907,2569,9
japanese,2014-01-10 11:41:18.071236,2570,11
japanese,2014-01-10 13:37:17.107487,2571,15
italian,2014-01-10 14:25:04.410506,2572,7
vietnamese,2014-01-10 14:58:11.215132,2573,8
japanese,2014-01-10 18:19:47.718817,2574,14
italian,2014-01-10 19:49:00.739765,2575,5
german,2014-01-10 20:04:34.901069,2576,6
italian,2014-01-10 21:12:28.152992,2577,9
german,2014-01-10 23:00:03.709163,2578,13
italian,2014-01-11 02:54:48.277996,2579,8
vietnamese,2014-01-11 04:23:51.967162,2580,5
german,2014-01-11 14:22:59.864695,2581,8
mexican,2014-01-11 14:28:05.247788,2582,12
mexican,2014-01-11 15:35:31.210068,2583,10
chinese,2014-01-11 23:05:13.962889,2584,10
french,2014-01-11 23:49:11.699429,2585,12
japanese,2014-01-11 23:58:18.726541,2586,12
italian,2014-01-12 00:30:08.496668,2587,13
chinese,2014-01-12 01:17:13.581656,2588,6
italian,2014-01-12 02:02:28.675950,2589,8
italian,2014-01-12 02:05:56.616417,2590,6
japanese,2014-01-12 02:45:18.417822,2591,10
german,2014-01-12 04:11:22.507739,2592,12
japanese,2014-01-12 04:33:50.774145,2593,6
mexican,2014-01-12 05:30:35.938975,2594,10
chinese,2014-01-12 06:10:04.456898,2595,14
mexican,2014-01-12 07:18:52.678962,2596,9
german,2014-01-12 07:53:05.595096,2597,6
italian,2014-01-12 08:50:23.281360,2598,8
chinese,2014-01-12 10:01:25.800199,2599,6
mexican,2014-01-12 10:12:13.940663,2600,15
french,2014-01-12 11:42:30.517510,2601,11
mexican,2014-01-12 13:34:05.845847,2602,6
german,2014-01-12 15:33:49.317645,2603,10
german,2014-01-12 15:57:03.865743,2604,10
german,2014-01-12 17:41:32.828005,2605,11
italian,2014-01-12 19:03:49.089358,2606,10
french,2014-01-12 20:53:35.318972,2607,6
japanese,2014-01-12 23:05:25.345402,2608,10
german,2014-01-12 23:16:23.661124,2609,13
vietnamese,2014-01-13 00:42:43.049504,2610,10
italian,2014-01-13 02:32:39.869701,2611,8
french,2014-01-13 02:37:50.701338,2612,8
chinese,2014-01-13 05:42:05.072790,2613,10
chinese,2014-01-13 09:25:49.438992,2614,11
chinese,2014-01-13 10:02:10.156983,2615,12
italian,2014-01-13 12:33:12.591052,2616,8
italian,2014-01-13 13:47:43.685984,2617,5
mexican,2014-01-13 14:26:11.430166,2618,6
chinese,2014-01-13 14:58:24.455579,2619,12
german,2014-01-13 16:40:09.853993,2620,8
vietnamese,2014-01-13 16:42:18.003676,2621,11
vietnamese,2014-01-13 18:42:38.832368,2622,10
mexican,2014-01-13 21:25:39.507610,2623,10
japanese,2014-01-13 22:23:49.726994,2624,11
japanese,2014-01-13 23:53:28.473974,2625,15
german,2014-01-14 00:09:16.242920,2626,7
vietnamese,2014-01-14 00:57:43.824352,2627,15
vietnamese,2014-01-14 01:23:30.984058,2628,7
french,2014-01-14 03:01:01.165991,2629,11
french,2014-01-14 05:57:21.235829,2630,8
chinese,2014-01-14 06:35:22.789258,2631,13
italian,2014-01-14 07:06:05.337775,2632,15
japanese,2014-01-14 07:31:41.977331,2633,15
japanese,2014-01-14 08:04:09.863111,2634,5
japanese,2014-01-14 08:39:08.547240,2635,5
mexican,2014-01-14 09:47:42.172474,2636,7
chinese,2014-01-14 09:58:13.070215,2637,12
chinese,2014-01-14 10:32:48.232900,2638,12
italian,2014-01-14 13:08:22.621101,2639,7
vietnamese,2014-01-14 14:36:07.797490,2640,9
german,2014-01-14 14:50:01.055757,2641,15
italian,2014-01-14 15:12:35.295020,2642,12
german,2014-01-14 15:32:18.734278,2643,7
german,2014-01-14 15:52:33.623505,2644,8
french,2014-01-14 15:58:35.421200,2645,11
chinese,2014-01-14 17:00:46.413821,2646,15
chinese,2014-01-14 18:01:58.345155,2647,14
vietnamese,2014-01-14 18:05:43.175295,2648,10
japanese,2014-01-14 20:17:16.566048,2649,6
mexican,2014-01-14 20:18:02.319713,2650,10
italian,2014-01-15 00:52:13.633792,2651,5
japanese,2014-01-15 01:13:37.159541,2652,13
french,2014-01-15 04:57:28.268061,2653,12
german,2014-01-15 08:53:01.882557,2654,11
mexican,2014-01-15 11:43:45.613590,2655,10
french,2014-01-15 13:29:15.078234,2656,15
japanese,2014-01-15 17:15:23.503626,2657,9
japanese,2014-01-15 17:46:21.436091,2658,8
vietnamese,2014-01-15 20:35:48.580680,2659,13
italian,2014-01-15 21:44:53.731562,2660,10
italian,2014-01-15 23:33:22.991894,2661,9
mexican,2014-01-16 01:07:04.332377,2662,15
french,2014-01-16 02:09:14.231931,2663,5
french,2014-01-16 04:11:56.593713,2664,11
mexican,2014-01-16 04:15:16.663203,2665,8
italian,2014-01-16 05:06:34.638090,2666,13
french,2014-01-16 05:17:06.333662,2667,11
vietnamese,2014-01-16 08:01:42.526350,2668,7
french,2014-01-16 09:51:26.053065,2669,15
french,2014-01-16 15:28:32.978269,2670,8
french,2014-01-16 15:30:21.761880,2671,7
italian,2014-01-16 18:15:13.111179,2672,12
vietnamese,2014-01-16 19:29:44.535713,2673,12
mexican,2014-01-16 21:26:17.276998,2674,15
italian,2014-01-16 22:00:16.191575,2675,10
italian,2014-01-16 22:58:51.151216,2676,13
chinese,2014-01-16 23:25:00.079540,2677,13
vietnamese,2014-01-17 04:31:31.564801,2678,6
vietnamese,2014-01-17 05:08:28.093658,2679,7
chinese,2014-01-17 12:11:17.789984,2680,6
mexican,2014-01-17 15:01:21.687353,2681,9
mexican,2014-01-17 15:38:09.056958,2682,11
chinese,2014-01-17 16:31:03.352580,2683,8
german,2014-01-17 16:44:03.389269,2684,12
chinese,2014-01-17 19:08:47.408398,2685,8
italian,2014-01-17 22:37:31.682537,2686,5
japanese,2014-01-17 23:12:47.887401,2687,10
mexican,2014-01-18 02:35:15.240278,2688,7
vietnamese,2014-01-18 06:56:25.254808,2689,11
vietnamese,2014-01-18 09:11:57.376681,2690,14
french,2014-01-18 11:55:10.319823,2691,10
mexican,2014-01-18 13:11:32.074884,2692,11
german,2014-01-18 16:23:28.013989,2693,13
german,2014-01-18 18:59:55.463780,2694,7
vietnamese,2014-01-18 19:19:22.699305,2695,5
vietnamese,2014-01-18 20:36:49.658243,2696,15
french,2014-01-18 21:38:27.269583,2697,8
chinese,2014-01-19 00:17:52.756615,2698,10
french,2014-01-19 00:56:19.810663,2699,10
japanese,2014-01-19 02:44:04.854110,2700,6
japanese,2014-01-19 03:26:14.238433,2701,13
japanese,2014-01-19 05:58:16.292165,2702,11
chinese,2014-01-19 06:03:00.553178,2703,14
mexican,2014-01-19 06:50:46.001082,2704,10
vietnamese,2014-01-19 08:22:04.215922,2705,15
chinese,2014-01-19 09:46:19.872797,2706,7
italian,2014-01-19 11:47:50.732784,2707,14
german,2014-01-19 13:20:03.350972,2708,15
vietnamese,2014-01-19 21:11:10.620460,2709,5
italian,2014-01-19 21:38:59.318209,2710,13
chinese,2014-01-19 22:21:11.351478,2711,8
chinese,2014-01-19 22:38:54.439094,2712,6
vietnamese,2014-01-19 23:02:28.121741,2713,9
german,2014-01-20 01:33:00.361169,2714,11
italian,2014-01-20 01:39:15.230786,2715,12
chinese,2014-01-20 01:47:34.335161,2716,13
german,2014-01-20 03:19:38.671833,2717,11
italian,2014-01-20 03:56:51.991318,2718,9
vietnamese,2014-01-20 05:09:16.685385,2719,14
french,2014-01-20 05:38:34.365481,2720,6
mexican,2014-01-20 09:28:33.824037,2721,13
french,2014-01-20 12:25:58.666077,2722,10
mexican,2014-01-20 16:13:41.739586,2723,13
japanese,2014-01-20 16:57:43.961761,2724,13
german,2014-01-20 20:56:18.655580,2725,7
german,2014-01-20 21:42:31.659311,2726,12
german,2014-01-20 23:16:43.933910,2727,8
chinese,2014-01-21 00:05:21.058175,2728,15
japanese,2014-01-21 01:08:02.061626,2729,7
mexican,2014-01-21 01:10:30.508340,2730,7
italian,2014-01-21 01:10:45.895215,2731,6
italian,2014-01-21 01:29:06.946428,2732,5
german,2014-01-21 02:02:40.222437,2733,9
japanese,2014-01-21 02:34:57.291301,2734,11
japanese,2014-01-21 02:41:52.540730,2735,7
french,2014-01-21 02:57:44.779116,2736,5
vietnamese,2014-01-21 04:12:01.527313,2737,15
french,2014-01-21 05:09:46.691396,2738,12
italian,2014-01-21 05:32:15.057402,2739,11
vietnamese,2014-01-21 06:54:09.762903,2740,12
italian,2014-01-21 07:08:31.761871,2741,6
vietnamese,2014-01-21 08:24:10.334444,2742,8
mexican,2014-01-21 08:28:33.878591,2743,9
french,2014-01-21 08:44:46.326078,2744,11
japanese,2014-01-21 09:29:30.539285,2745,5
german,2014-01-21 10:30:20.537942,2746,5
vietnamese,2014-01-21 11:25:23.006739,2747,14
french,2014-01-21 12:16:48.496362,2748,7
chinese,2014-01-21 12:58:21.753420,2749,5
chinese,2014-01-21 13:40:01.349030,2750,7
vietnamese,2014-01-21 14:19:41.491946,2751,6
chinese,2014-01-21 14:56:53.245103,2752,6
italian,2014-01-21 15:18:04.135848,2753,15
mexican,2014-01-21 17:27:37.153180,2754,15
japanese,2014-01-21 17:44:47.154218,2755,9
mexican,2014-01-21 19:10:53.261573,2756,15
chinese,2014-01-21 19:55:38.814897,2757,12
chinese,2014-01-21 21:06:25.444101,2758,9
vietnamese,2014-01-21 22:05:52.081620,2759,5
french,2014-01-21 22:09:39.729512,2760,9
chinese,2014-01-22 00:34:55.716196,2761,7
chinese,2014-01-22 01:05:39.304055,2762,14
japanese,2014-01-22 01:09:31.368976,2763,11
german,2014-01-22 02:18:01.852503,2764,10
mexican,2014-01-22 03:19:33.597915,2765,15
chinese,2014-01-22 03:19:40.684533,2766,11
mexican,2014-01-22 03:34:45.737405,2767,11
french,2014-01-22 04:17:56.601926,2768,11
chinese,2014-01-22 06:58:57.616935,2769,13
german,2014-01-22 07:28:57.567346,2770,5
french,2014-01-22 08:08:37.103937,2771,14
vietnamese,2014-01-22 10:26:16.203331,2772,8
french,2014-01-22 10:32:26.142600,2773,12
german,2014-01-22 10:53:37.144761,2774,11
french,2014-01-22 10:53:49.089643,2775,8
german,2014-01-22 10:55:10.586217,2776,12
japanese,2014-01-22 14:00:15.243119,2777,11
french,2014-01-22 16:28:09.796405,2778,13
italian,2014-01-22 16:44:28.625304,2779,8
japanese,2014-01-22 16:44:38.455995,2780,11
vietnamese,2014-01-22 18:14:59.696462,2781,9
french,2014-01-22 19:59:02.384339,2782,7
vietnamese,2014-01-22 21:23:51.848395,2783,12
french,2014-01-22 21:54:19.784233,2784,7
french,2014-01-22 22:04:32.068203,2785,8
french,2014-01-22 23:05:05.821962,2786,9
french,2014-01-23 01:31:48.131235,2787,9
french,2014-01-23 02:44:41.142774,2788,13
japanese,2014-01-23 09:34:29.530779,2789,8
italian,2014-01-23 10:54:47.985880,2790,14
mexican,2014-01-23 13:40:16.971147,2791,15
chinese,2014-01-23 14:03:19.400709,2792,13
italian,2014-01-23 23:07:13.298254,2793,13
chinese,2014-01-24 01:49:14.532877,2794,6
german,2014-01-24 04:27:46.320503,2795,9
german,2014-01-24 05:34:39.842130,2796,10
mexican,2014-01-24 08:00:32.618742,2797,12
mexican,2014-01-24 08:16:11.389610,2798,9
french,2014-01-24 09:34:31.474553,2799,10
mexican,2014-01-24 10:19:31.011168,2800,7
vietnamese,2014-01-24 12:07:29.171793,2801,8
vietnamese,2014-01-24 12:34:34.450441,2802,7
french,2014-01-24 15:26:58.756844,2803,11
french,2014-01-24 16:43:28.249739,2804,8
mexican,2014-01-24 19:43:18.978654,2805,14
chinese,2014-01-24 22:05:43.602238,2806,10
vietnamese,2014-01-24 23:09:00.492648,2807,12
italian,2014-01-24 23:30:33.629175,2808,8
german,2014-01-25 00:07:54.176140,2809,15
japanese,2014-01-25 00:57:54.473516,2810,8
chinese,2014-01-25 01:06:42.211473,2811,5
vietnamese,2014-01-25 01:18:50.413972,2812,14
japanese,2014-01-25 01:50:07.536581,2813,14
italian,2014-01-25 04:49:30.261089,2814,12
japanese,2014-01-25 05:33:46.133660,2815,11
japanese,2014-01-25 05:59:08.052798,2816,12
german,2014-01-25 06:03:42.545188,2817,9
chinese,2014-01-25 06:45:20.130565,2818,14
french,2014-01-25 08:10:50.929788,2819,15
vietnamese,2014-01-25 08:57:57.444906,2820,11
japanese,2014-01-25 09:21:51.397079,2821,10
vietnamese,2014-01-25 09:48:41.464311,2822,12
vietnamese,2014-01-25 10:26:10.715995,2823,8
chinese,2014-01-25 11:12:22.847617,2824,13
vietnamese,2014-01-25 11:41:12.076809,2825,11
vietnamese,2014-01-25 13:26:10.770174,2826,14
italian,2014-01-25 13:33:28.163224,2827,14
french,2014-01-25 14:10:41.330705,2828,15
french,2014-01-25 14:54:23.996571,2829,6
chinese,2014-01-25 15:29:57.394798,2830,9
japanese,2014-01-25 16:42:55.417635,2831,7
italian,2014-01-25 17:06:34.867362,2832,6
italian,2014-01-25 17:34:56.516354,2833,14
french,2014-01-25 17:44:44.240992,2834,9
mexican,2014-01-25 18:21:26.465904,2835,13
italian,2014-01-25 20:56:24.652319,2836,10
italian,2014-01-25 21:17:23.857383,2837,5
mexican,2014-01-25 22:22:19.467765,2838,8
french,2014-01-25 22:59:55.759574,2839,9
vietnamese,2014-01-26 02:20:20.979455,2840,5
french,2014-01-26 02:56:15.440813,2841,7
chinese,2014-01-26 05:04:21.329384,2842,10
vietnamese,2014-01-26 05:55:00.246110,2843,14
vietnamese,2014-01-26 05:55:42.189510,2844,14
german,2014-01-26 06:04:43.840529,2845,15
chinese,2014-01-26 07:18:28.361543,2846,13
french,2014-01-26 07:33:04.356407,2847,7
mexican,2014-01-26 07:47:34.655342,2848,14
japanese,2014-01-26 12:14:55.531884,2849,11
italian,2014-01-26 12:39:59.889479,2850,6
japanese,2014-01-26 12:44:47.941635,2851,13
french,2014-01-26 12:47:47.132831,2852,8
german,2014-01-26 14:53:27.461074,2853,7
italian,2014-01-26 15:43:19.598095,2854,11
german,2014-01-26 16:29:56.057988,2855,11
japanese,2014-01-26 16:41:32.684748,2856,13
vietnamese,2014-01-26 17:12:58.327291,2857,11
chinese,2014-01-26 17:31:22.741848,2858,8
french,2014-01-26 17:42:47.213156,2859,8
italian,2014-01-26 17:46:22.580847,2860,10
mexican,2014-01-26 17:47:01.207936,2861,10
mexican,2014-01-26 18:45:28.299338,2862,6
mexican,2014-01-26 21:48:17.723265,2863,6
italian,2014-01-26 22:23:37.237608,2864,13
japanese,2014-01-26 22:24:25.291123,2865,6
german,2014-01-26 23:07:35.296013,2866,6
vietnamese,2014-01-26 23:07:42.276624,2867,13
chinese,2014-01-26 23:36:16.837671,2868,14
french,2014-01-26 23:47:53.675953,2869,6
german,2014-01-27 01:08:18.476506,2870,7
chinese,2014-01-27 01:09:18.211330,2871,13
chinese,2014-01-27 01:34:39.259373,2872,6
french,2014-01-27 02:01:02.742057,2873,14
chinese,2014-01-27 02:06:42.767959,2874,9
mexican,2014-01-27 02:41:35.099600,2875,13
german,2014-01-27 04:27:15.315705,2876,11
german,2014-01-27 04:35:35.921970,2877,10
german,2014-01-27 05:26:54.059797,2878,9
vietnamese,2014-01-27 07:06:22.453525,2879,11
italian,2014-01-27 07:58:44.638606,2880,6
japanese,2014-01-27 08:32:58.542245,2881,6
japanese,2014-01-27 11:22:30.223838,2882,6
vietnamese,2014-01-27 11:56:08.573274,2883,10
german,2014-01-27 13:03:53.058833,2884,9
german,2014-01-27 13:04:36.303515,2885,12
mexican,2014-01-27 13:12:10.614059,2886,13
japanese,2014-01-27 13:35:38.663832,2887,11
german,2014-01-27 14:08:29.812058,2888,13
chinese,2014-01-27 14:55:50.563178,2889,11
chinese,2014-01-27 16:04:34.067539,2890,14
vietnamese,2014-01-27 16:57:39.592343,2891,5
mexican,2014-01-27 16:58:27.672292,2892,7
chinese,2014-01-27 17:19:47.863417,2893,7
french,2014-01-27 18:34:46.171385,2894,11
german,2014-01-27 19:10:48.330846,2895,15
italian,2014-01-27 19:18:18.284805,2896,8
german,2014-01-27 19:40:10.402671,2897,15
japanese,2014-01-27 20:03:06.365011,2898,12
chinese,2014-01-27 22:18:03.157625,2899,6
mexican,2014-01-27 22:36:59.569032,2900,7
mexican,2014-01-28 02:26:26.534414,2901,6
chinese,2014-01-28 10:20:38.953359,2902,13
japanese,2014-01-28 11:39:57.186651,2903,14
japanese,2014-01-28 12:06:32.571936,2904,7
german,2014-01-28 15:43:49.425903,2905,7
german,2014-01-28 17:13:05.057071,2906,9
japanese,2014-01-28 18:33:55.774640,2907,9
vietnamese,2014-01-28 18:34:40.779105,2908,8
french,2014-01-28 23:34:51.607955,2909,9
german,2014-01-29 00:07:06.979424,2910,14
chinese,2014-01-29 00:28:21.124581,2911,13
japanese,2014-01-29 01:41:44.087454,2912,12
japanese,2014-01-29 02:28:10.071188,2913,5
japanese,2014-01-29 02:33:11.400456,2914,9
mexican,2014-01-29 02:39:26.528668,2915,6
japanese,2014-01-29 03:14:22.329732,2916,8
chinese,2014-01-29 04:01:50.844160,2917,8
mexican,2014-01-29 04:09:35.286636,2918,14
japanese,2014-01-29 04:32:44.903205,2919,5
japanese,2014-01-29 04:58:51.210364,2920,12
vietnamese,2014-01-29 05:51:43.199303,2921,14
vietnamese,2014-01-29 06:27:32.187475,2922,7
mexican,2014-01-29 06:37:38.581694,2923,11
japanese,2014-01-29 07:04:16.212970,2924,6
mexican,2014-01-29 07:05:11.698405,2925,8
italian,2014-01-29 09:04:59.705662,2926,7
chinese,2014-01-29 09:11:28.550028,2927,11
french,2014-01-29 09:23:37.286601,2928,8
chinese,2014-01-29 09:58:53.585549,2929,7
japanese,2014-01-29 10:19:45.051730,2930,9
vietnamese,2014-01-29 10:57:27.308572,2931,7
vietnamese,2014-01-29 11:50:22.096760,2932,11
mexican,2014-01-29 12:21:00.969523,2933,6
vietnamese,2014-01-29 14:17:24.077284,2934,12
japanese,2014-01-29 15:19:03.881142,2935,11
chinese,2014-01-29 15:42:10.567224,2936,15
japanese,2014-01-29 16:39:46.157968,2937,14
chinese,2014-01-29 17:06:55.152936,2938,12
mexican,2014-01-29 17:20:11.834889,2939,10
italian,2014-01-29 17:26:19.637503,2940,15
chinese,2014-01-29 17:30:47.990601,2941,9
italian,2014-01-29 17:33:10.864255,2942,7
chinese,2014-01-29 18:07:31.248818,2943,7
mexican,2014-01-29 19:11:19.677770,2944,12
german,2014-01-29 20:07:51.024263,2945,11
french,2014-01-29 20:53:36.950637,2946,5
vietnamese,2014-01-29 22:01:11.027318,2947,10
french,2014-01-29 22:02:31.497300,2948,12
german,2014-01-30 02:55:51.913591,2949,9
french,2014-01-30 03:00:45.161054,2950,12
japanese,2014-01-30 03:26:57.129530,2951,13
french,2014-01-30 04:54:25.090812,2952,14
mexican,2014-01-30 06:22:03.582682,2953,6
vietnamese,2014-01-30 06:26:53.248018,2954,14
german,2014-01-30 07:06:35.130132,2955,15
vietnamese,2014-01-30 08:33:56.097029,2956,12
french,2014-01-30 10:37:17.760969,2957,12
vietnamese,2014-01-30 10:53:32.581607,2958,9
italian,2014-01-30 13:45:42.656463,2959,5
japanese,2014-01-30 16:19:23.800906,2960,13
vietnamese,2014-01-30 20:06:18.215996,2961,10
mexican,2014-01-30 21:50:02.370918,2962,9
german,2014-01-30 23:45:34.521693,2963,13
vietnamese,2014-01-31 08:58:53.062688,2964,5
german,2014-01-31 09:09:32.177270,2965,11
french,2014-01-31 13:03:44.850428,2966,9
italian,2014-01-31 21:18:35.184266,2967,12
french,2014-01-31 23:34:04.992817,2968,9
german,2014-02-01 00:08:34.861036,2969,5
italian,2014-02-01 00:22:21.073650,2970,9
german,2014-02-01 00:33:28.406738,2971,11
french,2014-02-01 01:02:35.588192,2972,9
vietnamese,2014-02-01 02:32:45.140371,2973,5
mexican,2014-02-01 02:52:29.996907,2974,6
vietnamese,2014-02-01 03:39:56.007582,2975,9
